gmDate,gmTime,seasTyp,playLNm,playFNm,teamAbbr,teamConf,teamDiv,teamLoc,teamRslt,teamDayOff,offLNm1,offFNm1,offLNm2,offFNm2,offLNm3,offFNm3,playDispNm,playStat,playMin,playPos,playHeight,playWeight,playBDate,playPTS,playAST,playTO,playSTL,playBLK,playPF,playFGA,playFGM,playFG%,play2PA,play2PM,play2P%,play3PA,play3PM,play3P%,playFTA,playFTM,playFT%,playORB,playDRB,playTRB,opptAbbr,opptConf,opptDiv,opptLoc,opptRslt,opptDayOff
3/30/18,8:00,Regular,Murray,Jamal,DEN,West,Northwest,Away,Win,3,Goble,Jacyn,Lindsay,Mark,Callahan,Mike,Jamal Murray,Starter,45,PG,76,207,2/23/97,15,5,5,1,1,1,12,5,0.4167,6,2,0.3333,6,3,0.5,2,2,1,1,3,4,OKC,West,Northwest,Home,Loss,1
12/23/17,8:30,Regular,Murray,Jamal,DEN,West,Northwest,Away,Win,0,Orr,J.T.,Garretson,Ron,Brothers,Tony,Jamal Murray,Starter,26,PG,76,207,2/23/97,14,5,2,2,0,2,10,4,0.4,8,2,0.25,2,2,1,5,4,0.8,1,5,6,GS,West,Pacific,Home,Loss,0
1/29/18,9:00,Regular,Murray,Jamal,DEN,West,Northwest,Home,Loss,4,Cutler,Kevin,Maddox,Tre,Capers,James,Jamal Murray,Starter,39,PG,76,207,2/23/97,14,8,2,1,0,3,11,5,0.4545,6,4,0.6667,5,1,0.2,3,3,1,1,3,4,BOS,East,Atlantic,Away,Win,4
12/10/17,5:00,Regular,Murray,Jamal,DEN,West,Northwest,Away,Loss,1,Barnaky,Brent,Taylor,Dedric,McCutchen,Monty,Jamal Murray,Starter,27,PG,76,207,2/23/97,13,1,1,1,1,1,7,4,0.5714,3,2,0.6667,4,2,0.5,3,3,1,0,1,1,IND,East,Central,Home,Win,1
1/3/18,9:00,Regular,Murray,Jamal,DEN,West,Northwest,Home,Win,4,Goble,Jacyn,Forte,Brian,Fraher,Pat,Jamal Murray,Starter,26,PG,76,207,2/23/97,13,2,1,2,1,0,11,6,0.5455,5,5,1,6,1,0.1667,0,0,0,0,0,0,PHO,West,Pacific,Away,Loss,1
1/10/18,9:00,Regular,Murray,Jamal,DEN,West,Northwest,Home,Loss,1,Lindsay,Mark,Scott,Kevin,Smith,Aaron,Jamal Murray,Starter,39,PG,76,207,2/23/97,13,3,3,2,1,2,13,5,0.3846,6,3,0.5,7,2,0.2857,1,1,1,0,2,2,ATL,East,Southeast,Away,Win,1
2/10/18,9:00,Regular,Murray,Jamal,DEN,West,Northwest,Away,Win,1,Goble,John,Kogut,Marat,Holtkamp,Lauren,Jamal Murray,Starter,27,PG,76,207,2/23/97,12,2,3,0,0,2,9,4,0.4444,5,3,0.6,4,1,0.25,3,3,1,0,1,1,PHO,West,Pacific,Home,Loss,2
4/3/18,9:00,Regular,Murray,Jamal,DEN,West,Northwest,Home,Win,2,Lane,Karl,Ford,Tyler,Capers,James,Jamal Murray,Starter,38,PG,76,207,2/23/97,12,7,2,3,1,0,12,4,0.3333,6,3,0.5,6,1,0.1667,3,3,1,0,4,4,IND,East,Central,Away,Loss,2
4/9/18,9:00,Regular,Murray,Jamal,DEN,West,Northwest,Home,Win,2,Goble,John,Tiven,Josh,Orr,J.T.,Jamal Murray,Starter,33,PG,76,207,2/23/97,12,2,3,0,1,5,14,4,0.2857,8,3,0.375,6,1,0.1667,4,3,0.75,0,2,2,POR,West,Northwest,Away,Loss,2
1/12/18,9:00,Regular,Murray,Jamal,DEN,West,Northwest,Home,Win,2,Fitzgerald,Kane,Ayotte,Mark,Van Duyne,Justin,Jamal Murray,Starter,32,PG,76,207,2/23/97,11,3,2,2,0,1,7,1,0.1429,5,1,0.2,2,0,0,10,9,0.9,0,4,4,MEM,West,Southwest,Away,Loss,2
3/7/18,10:30,Regular,Murray,Jamal,DEN,West,Northwest,Home,Loss,1,Tiven,Josh,Wood,Leon,Phillips,Jason,Jamal Murray,Starter,27,PG,76,207,2/23/97,11,3,3,0,0,1,10,5,0.5,7,5,0.7143,3,0,0,1,1,1,1,6,7,CLE,East,Central,Away,Win,2
11/19/17,9:30,Regular,Murray,Jamal,DEN,West,Northwest,Away,Loss,1,Lane,Karl,Ervin,Mitchell,Mott,Rodney,Jamal Murray,Starter,24,PG,76,207,2/23/97,10,1,3,2,1,1,11,2,0.1818,8,2,0.25,3,0,0,6,6,1,2,2,4,LAL,West,Pacific,Home,Win,1
11/28/17,10:00,Regular,Murray,Jamal,DEN,West,Northwest,Away,Loss,4,Adams,Bennie,Wood,Leon,Callahan,Mike,Jamal Murray,Starter,29,PG,76,207,2/23/97,10,2,3,1,0,1,13,5,0.3846,7,5,0.7143,6,0,0,0,0,0,1,0,1,UTA,West,Northwest,Home,Win,3
12/18/17,8:00,Regular,Murray,Jamal,DEN,West,Northwest,Away,Loss,2,Buchert,Nick,Mauer,Ken,Boland,Matt,Jamal Murray,Starter,25,PG,76,207,2/23/97,10,1,0,0,0,1,11,4,0.3636,5,2,0.4,6,2,0.3333,0,0,0,2,0,2,OKC,West,Northwest,Home,Win,2
11/4/17,9:00,Regular,Murray,Jamal,DEN,West,Northwest,Home,Loss,1,Guthrie,David,Holtkamp,Lauren,Wood,Leon,Jamal Murray,Starter,19,PG,76,207,2/23/97,9,1,2,2,0,0,9,4,0.4444,6,3,0.5,3,1,0.3333,0,0,0,0,1,1,GS,West,Pacific,Away,Win,2
11/9/17,10:30,Regular,Murray,Jamal,DEN,West,Northwest,Home,Win,2,Twardoski,Scott,Barnaky,Brent,Malloy,Ed,Jamal Murray,Starter,18,PG,76,207,2/23/97,9,2,3,2,0,1,6,3,0.5,2,1,0.5,4,2,0.5,2,1,0.5,0,3,3,OKC,West,Northwest,Away,Loss,2
2/23/18,9:00,Regular,Murray,Jamal,DEN,West,Northwest,Home,Win,8,Taylor,Ben,Brothers,Tony,DeRosa,Joe,Jamal Murray,Starter,35,PG,76,207,2/23/97,9,7,1,1,1,1,11,3,0.2727,7,2,0.2857,4,1,0.25,2,2,1,3,6,9,SA,West,Southwest,Away,Loss,9
3/2/18,8:00,Regular,Murray,Jamal,DEN,West,Northwest,Away,Win,2,Kogut,Marat,Cutler,Kevin,Brothers,Tony,Jamal Murray,Starter,28,PG,76,207,2/23/97,9,4,2,3,0,6,9,3,0.3333,5,2,0.4,4,1,0.25,3,2,0.6667,0,2,2,MEM,West,Southwest,Home,Loss,2
10/18/17,9:00,Regular,Murray,Jamal,DEN,West,Northwest,Away,Loss,0,Foster,Scott,Wood,Leon,Sterling,Jonathan,Jamal Murray,Starter,20,G,76,207,2/23/97,8,2,3,0,0,2,6,2,0.3333,1,0,0,5,2,0.4,2,2,1,1,1,2,UTA,West,Northwest,Home,Win,0
10/23/17,9:00,Regular,Murray,Jamal,DEN,West,Northwest,Home,Loss,2,Twardoski,Scott,Stafford,Derrick,Wall,Scott,Jamal Murray,Starter,29,G,76,207,2/23/97,8,6,1,0,1,3,12,4,0.3333,7,4,0.5714,5,0,0,0,0,0,0,3,3,WAS,East,Southeast,Away,Win,3
11/22/17,8:00,Regular,Murray,Jamal,DEN,West,Northwest,Away,Loss,1,Workman,Haywoode,Forte,Brian,Wall,Scott,Jamal Murray,Starter,24,PG,76,207,2/23/97,8,3,3,0,0,3,8,3,0.375,5,3,0.6,3,0,0,3,2,0.6667,1,6,7,HOU,West,Southwest,Home,Win,4
12/22/17,10:00,Regular,Murray,Jamal,DEN,West,Northwest,Away,Win,2,Cutler,Kevin,Blair,Curtis,Washington,Tom,Jamal Murray,Starter,27,PG,76,207,2/23/97,7,4,3,0,0,2,10,3,0.3,5,2,0.4,5,1,0.2,0,0,0,0,2,2,POR,West,Northwest,Home,Loss,2
1/16/18,9:00,Regular,Murray,Jamal,DEN,West,Northwest,Home,Win,3,Mott,Rodney,Brothers,Tony,Sterling,Jonathan,Jamal Murray,Starter,31,PG,76,207,2/23/97,7,1,3,0,0,1,9,3,0.3333,6,2,0.3333,3,1,0.3333,0,0,0,0,3,3,DAL,West,Southwest,Away,Loss,3
10/27/17,7:30,Regular,Murray,Jamal,DEN,West,Northwest,Away,Win,2,Washington,C.J.,Fraher,Pat,McCutchen,Monty,Jamal Murray,Starter,20,G,76,207,2/23/97,6,0,1,0,0,1,12,3,0.25,10,3,0.3,2,0,0,0,0,0,1,2,3,ATL,East,Southeast,Home,Loss,0
2/9/18,8:00,Regular,Murray,Jamal,DEN,West,Northwest,Away,Loss,3,Goble,Jacyn,Williams,James,Mott,Rodney,Jamal Murray,Starter,26,PG,76,207,2/23/97,6,2,3,0,0,1,8,3,0.375,5,3,0.6,3,0,0,1,0,0,0,1,1,HOU,West,Southwest,Home,Win,2
3/6/18,8:30,Regular,Murray,Jamal,DEN,West,Northwest,Away,Loss,3,Zielinski,Gary,Wall,Scott,Capers,James,Jamal Murray,Starter,24,PG,76,207,2/23/97,6,0,0,0,1,0,8,2,0.25,4,1,0.25,4,1,0.25,1,1,1,0,0,0,DAL,West,Southwest,Home,Win,2
11/30/17,9:00,Regular,Murray,Jamal,DEN,West,Northwest,Home,Win,1,Williams,James,Van Duyne,Justin,Washington,Tom,Jamal Murray,Starter,31,PG,76,207,2/23/97,5,1,2,0,0,5,9,1,0.1111,7,1,0.1429,2,0,0,3,3,1,3,1,4,CHI,East,Central,Away,Loss,2
11/7/17,9:00,Regular,Murray,Jamal,DEN,West,Northwest,Home,Win,3,Taylor,Ben,Kirkland,Courtney,Mott,Rodney,Jamal Murray,Starter,25,PG,76,207,2/23/97,4,4,4,2,0,0,4,1,0.25,2,1,0.5,2,0,0,2,2,1,2,0,2,BKN,East,Atlantic,Away,Loss,1
11/3/17,9:00,Regular,Murray,Jamal,DEN,West,Northwest,Home,Win,2,Scott,Kevin,Capers,James,Sterling,Jonathan,Jamal Murray,Starter,21,PG,76,207,2/23/97,3,1,1,0,0,3,6,1,0.1667,3,0,0,3,1,0.3333,0,0,0,1,0,1,MIA,East,Southeast,Away,Loss,2
10/21/17,9:00,Regular,Murray,Jamal,DEN,West,Northwest,Home,Win,3,Callahan,Mike,Ransom,Phenizee,Ayotte,Mark,Jamal Murray,Starter,20,G,76,207,2/23/97,2,2,1,1,0,1,9,1,0.1111,5,1,0.2,4,0,0,0,0,0,1,1,2,SAC,West,Pacific,Away,Loss,1
12/8/17,7:00,Regular,Murray,Jamal,DEN,West,Northwest,Away,Win,1,Tiven,Josh,Ervin,Mitchell,Stafford,Derrick,Jamal Murray,Starter,17,PG,76,207,2/23/97,2,3,0,0,0,1,6,1,0.1667,5,1,0.2,1,0,0,0,0,0,0,1,1,ORL,East,Southeast,Home,Loss,2
1/13/18,8:30,Regular,Murray,Jamal,DEN,West,Northwest,Away,Loss,0,Lane,Karl,Ford,Tyler,Lewis,Eric,Jamal Murray,Starter,24,PG,76,207,2/23/97,2,2,0,0,0,0,7,1,0.1429,4,1,0.25,3,0,0,0,0,0,0,1,1,SA,West,Southwest,Home,Win,1
11/20/17,10:00,Regular,Hernangomez,Juan,DEN,West,Northwest,Away,Win,1,Dalen,Eric,Kennedy,Bill,Richardson,Derek,Juan HernangÌ_mez,Bench,23,PF,81,230,9/28/95,11,0,0,1,0,0,9,4,0.4444,5,2,0.4,4,2,0.5,2,1,0.5,3,1,4,SAC,West,Pacific,Home,Loss,2
11/22/17,8:00,Regular,Hernangomez,Juan,DEN,West,Northwest,Away,Loss,1,Workman,Haywoode,Forte,Brian,Wall,Scott,Juan HernangÌ_mez,Bench,18,PF,81,230,9/28/95,9,1,0,0,0,2,8,2,0.25,3,0,0,5,2,0.4,3,3,1,2,1,3,HOU,West,Southwest,Home,Win,4
11/19/17,9:30,Regular,Hernangomez,Juan,DEN,West,Northwest,Away,Loss,1,Lane,Karl,Ervin,Mitchell,Mott,Rodney,Juan HernangÌ_mez,Bench,19,PF,81,230,9/28/95,7,1,0,0,1,2,4,3,0.75,2,2,1,2,1,0.5,0,0,0,1,3,4,LAL,West,Pacific,Home,Win,1
11/28/17,10:00,Regular,Hernangomez,Juan,DEN,West,Northwest,Away,Loss,4,Adams,Bennie,Wood,Leon,Callahan,Mike,Juan HernangÌ_mez,Starter,28,PF,81,230,9/28/95,7,0,0,0,1,4,9,3,0.3333,3,2,0.6667,6,1,0.1667,0,0,0,3,7,10,UTA,West,Northwest,Home,Win,3
3/9/18,9:00,Regular,Hernangomez,Juan,DEN,West,Northwest,Home,Win,1,Orr,J.T.,Garretson,Ron,Kennedy,Bill,Juan HernangÌ_mez,Bench,19,PF,81,230,9/28/95,7,0,1,0,0,1,7,3,0.4286,4,3,0.75,3,0,0,1,1,1,1,3,4,LAL,West,Pacific,Away,Loss,1
2/9/18,8:00,Regular,Hernangomez,Juan,DEN,West,Northwest,Away,Loss,3,Goble,Jacyn,Williams,James,Mott,Rodney,Juan HernangÌ_mez,Bench,17,PF,81,230,9/28/95,6,1,0,2,0,1,8,3,0.375,4,3,0.75,4,0,0,0,0,0,2,4,6,HOU,West,Southwest,Home,Win,2
4/1/18,8:00,Regular,Hernangomez,Juan,DEN,West,Northwest,Home,Win,2,Buchert,Nick,Brothers,Tony,Adams,Bennie,Juan HernangÌ_mez,Bench,21,PF,81,230,9/28/95,6,2,1,0,0,4,5,2,0.4,0,0,0,5,2,0.4,0,0,0,1,0,1,MIL,East,Central,Away,Loss,1
12/2/17,9:00,Regular,Hernangomez,Juan,DEN,West,Northwest,Home,Win,2,Maddox,Tre,Taylor,Ben,Davis,Marc,Juan HernangÌ_mez,Starter,23,PF,81,230,9/28/95,5,2,0,0,0,2,4,2,0.5,1,1,1,3,1,0.3333,0,0,0,2,3,5,LAL,West,Pacific,Away,Loss,2
12/4/17,8:30,Regular,Hernangomez,Juan,DEN,West,Northwest,Away,Loss,1,Petraitis,Gediminas,Mauer,Ken,Wall,Scott,Juan HernangÌ_mez,Bench,12,PF,81,230,9/28/95,5,1,1,0,0,3,4,2,0.5,1,1,1,3,1,0.3333,0,0,0,0,2,2,DAL,West,Southwest,Home,Win,2
11/17/17,10:30,Regular,Hernangomez,Juan,DEN,West,Northwest,Home,Win,4,Wright,Sean,Kogut,Marat,Cutler,Kevin,Juan HernangÌ_mez,Bench,4,PF,81,230,9/28/95,3,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,NO,West,Southwest,Away,Loss,2
11/24/17,9:00,Regular,Hernangomez,Juan,DEN,West,Northwest,Home,Win,2,Garretson,Ron,Nansel,Brett,Spooner,Bill,Juan HernangÌ_mez,Bench,18,PF,81,230,9/28/95,3,0,2,1,0,2,2,1,0.5,0,0,0,2,1,0.5,0,0,0,0,5,5,MEM,West,Southwest,Away,Loss,2
12/6/17,8:00,Regular,Hernangomez,Juan,DEN,West,Northwest,Away,Loss,1,Lindsay,Mark,Lewis,Eric,Acosta,Ray,Juan HernangÌ_mez,Bench,4,PF,81,230,9/28/95,3,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,NO,West,Southwest,Home,Win,2
3/26/18,7:00,Regular,Hernangomez,Juan,DEN,West,Northwest,Away,Loss,3,Orr,J.T.,Foster,Scott,Mott,Rodney,Juan HernangÌ_mez,Bench,3,PF,81,230,9/28/95,3,1,0,0,0,0,2,1,0.5,0,0,0,2,1,0.5,0,0,0,0,0,0,PHI,East,Atlantic,Home,Win,2
12/13/17,7:30,Regular,Hernangomez,Juan,DEN,West,Northwest,Away,Loss,1,Ford,Tyler,Spooner,Bill,Richardson,Derek,Juan HernangÌ_mez,Bench,14,PF,81,230,9/28/95,2,0,0,0,0,1,4,0,0,1,0,0,3,0,0,2,2,1,2,2,4,BOS,East,Atlantic,Home,Win,1
1/13/18,8:30,Regular,Hernangomez,Juan,DEN,West,Northwest,Away,Loss,0,Lane,Karl,Ford,Tyler,Lewis,Eric,Juan HernangÌ_mez,Bench,6,PF,81,230,9/28/95,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,1,SA,West,Southwest,Home,Win,1
2/15/18,8:00,Regular,Hernangomez,Juan,DEN,West,Northwest,Away,Win,1,Wright,Sean,Wall,Scott,Collins,Derrick,Juan HernangÌ_mez,Bench,1,PF,81,230,9/28/95,2,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,MIL,East,Central,Home,Loss,2
11/30/17,9:00,Regular,Hernangomez,Juan,DEN,West,Northwest,Home,Win,1,Williams,James,Van Duyne,Justin,Washington,Tom,Juan HernangÌ_mez,Starter,23,PF,81,230,9/28/95,1,2,1,0,0,1,3,0,0,0,0,0,3,0,0,2,1,0.5,0,1,1,CHI,East,Central,Away,Loss,2
10/18/17,9:00,Regular,Hernangomez,Juan,DEN,West,Northwest,Away,Loss,0,Foster,Scott,Wood,Leon,Sterling,Jonathan,Juan HernangÌ_mez,Bench,6,PF,81,230,9/28/95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UTA,West,Northwest,Home,Win,0
10/21/17,9:00,Regular,Hernangomez,Juan,DEN,West,Northwest,Home,Win,3,Callahan,Mike,Ransom,Phenizee,Ayotte,Mark,Juan HernangÌ_mez,Bench,7,PF,81,230,9/28/95,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,SAC,West,Pacific,Away,Loss,1
11/11/17,9:00,Regular,Hernangomez,Juan,DEN,West,Northwest,Home,Win,1,Voyard-Tadal,Vladimir,Smith,Michael,Davis,Marc,Juan HernangÌ_mez,Bench,2,PF,81,230,9/28/95,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,ORL,East,Southeast,Away,Loss,1
12/12/17,7:00,Regular,Hernangomez,Juan,DEN,West,Northwest,Away,Win,2,Workman,Haywoode,Williams,James,Brown,Tony,Juan HernangÌ_mez,Bench,3,PF,81,230,9/28/95,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,DET,East,Central,Home,Loss,2
12/22/17,10:00,Regular,Hernangomez,Juan,DEN,West,Northwest,Away,Win,2,Cutler,Kevin,Blair,Curtis,Washington,Tom,Juan HernangÌ_mez,Bench,1,PF,81,230,9/28/95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,POR,West,Northwest,Home,Loss,2
12/23/17,8:30,Regular,Hernangomez,Juan,DEN,West,Northwest,Away,Win,0,Orr,J.T.,Garretson,Ron,Brothers,Tony,Juan HernangÌ_mez,Bench,2,PF,81,230,9/28/95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GS,West,Pacific,Home,Loss,0
2/5/18,9:00,Regular,Hernangomez,Juan,DEN,West,Northwest,Home,Win,2,Fitzgerald,Kane,Scott,Kevin,Nansel,Brett,Juan HernangÌ_mez,Bench,2,PF,81,230,9/28/95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,CHA,East,Southeast,Away,Loss,1
4/7/18,3:30,Regular,Hernangomez,Juan,DEN,West,Northwest,Away,Win,1,Zielinski,Gary,Wood,Leon,Davis,Marc,Juan HernangÌ_mez,Bench,2,PF,81,230,9/28/95,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,LAC,West,Pacific,Home,Loss,1
12/8/17,7:00,Regular,Faried,Kenneth,DEN,West,Northwest,Away,Win,1,Tiven,Josh,Ervin,Mitchell,Stafford,Derrick,Kenneth Faried,Bench,30,PF,80,228,11/19/89,20,0,1,1,2,4,10,8,0.8,10,8,0.8,0,0,0,5,4,0.8,4,6,10,ORL,East,Southeast,Home,Loss,2
10/21/17,9:00,Regular,Faried,Kenneth,DEN,West,Northwest,Home,Win,3,Callahan,Mike,Ransom,Phenizee,Ayotte,Mark,Kenneth Faried,Bench,23,PF,80,228,11/19/89,18,1,1,2,1,2,10,7,0.7,10,7,0.7,0,0,0,6,4,0.6667,4,4,8,SAC,West,Pacific,Away,Loss,1
11/24/17,9:00,Regular,Faried,Kenneth,DEN,West,Northwest,Home,Win,2,Garretson,Ron,Nansel,Brett,Spooner,Bill,Kenneth Faried,Starter,31,PF,80,228,11/19/89,14,1,1,0,1,2,3,3,1,3,3,1,0,0,0,12,8,0.6667,4,5,9,MEM,West,Southwest,Away,Loss,2
11/30/17,9:00,Regular,Faried,Kenneth,DEN,West,Northwest,Home,Win,1,Williams,James,Van Duyne,Justin,Washington,Tom,Kenneth Faried,Starter,22,PF,80,228,11/19/89,14,1,1,0,0,3,10,7,0.7,10,7,0.7,0,0,0,0,0,0,4,9,13,CHI,East,Central,Away,Loss,2
12/2/17,9:00,Regular,Faried,Kenneth,DEN,West,Northwest,Home,Win,2,Maddox,Tre,Taylor,Ben,Davis,Marc,Kenneth Faried,Starter,27,PF,80,228,11/19/89,13,1,1,0,1,3,7,6,0.8571,7,6,0.8571,0,0,0,3,1,0.3333,1,8,9,LAL,West,Pacific,Away,Loss,2
12/4/17,8:30,Regular,Faried,Kenneth,DEN,West,Northwest,Away,Loss,1,Petraitis,Gediminas,Mauer,Ken,Wall,Scott,Kenneth Faried,Starter,28,PF,80,228,11/19/89,13,2,0,0,0,2,13,6,0.4615,12,6,0.5,1,0,0,2,1,0.5,6,5,11,DAL,West,Southwest,Home,Win,2
11/28/17,10:00,Regular,Faried,Kenneth,DEN,West,Northwest,Away,Loss,4,Adams,Bennie,Wood,Leon,Callahan,Mike,Kenneth Faried,Starter,23,PF,80,228,11/19/89,11,0,2,0,0,0,8,3,0.375,8,3,0.375,0,0,0,6,5,0.8333,5,3,8,UTA,West,Northwest,Home,Win,3
11/4/17,9:00,Regular,Faried,Kenneth,DEN,West,Northwest,Home,Loss,1,Guthrie,David,Holtkamp,Lauren,Wood,Leon,Kenneth Faried,Bench,14,PF,80,228,11/19/89,9,0,1,0,1,0,8,4,0.5,8,4,0.5,0,0,0,1,1,1,1,4,5,GS,West,Pacific,Away,Win,2
11/1/17,9:00,Regular,Faried,Kenneth,DEN,West,Northwest,Home,Win,2,Taylor,Dedric,Richardson,Leroy,Washington,Tom,Kenneth Faried,Bench,15,PF,80,228,11/19/89,7,1,0,0,0,3,3,3,1,3,3,1,0,0,0,2,1,0.5,1,0,1,TOR,East,Atlantic,Away,Loss,1
10/23/17,9:00,Regular,Faried,Kenneth,DEN,West,Northwest,Home,Loss,2,Twardoski,Scott,Stafford,Derrick,Wall,Scott,Kenneth Faried,Bench,12,PF,80,228,11/19/89,6,1,0,0,0,0,3,2,0.6667,3,2,0.6667,0,0,0,2,2,1,1,5,6,WAS,East,Southeast,Away,Win,3
11/11/17,9:00,Regular,Faried,Kenneth,DEN,West,Northwest,Home,Win,1,Voyard-Tadal,Vladimir,Smith,Michael,Davis,Marc,Kenneth Faried,Bench,9,PF,80,228,11/19/89,6,0,1,1,0,1,4,3,0.75,4,3,0.75,0,0,0,0,0,0,0,3,3,ORL,East,Southeast,Away,Loss,1
11/13/17,10:00,Regular,Faried,Kenneth,DEN,West,Northwest,Away,Loss,2,Lindsay,Mark,Brown,Tony,Richardson,Derek,Kenneth Faried,Bench,17,PF,80,228,11/19/89,6,0,1,0,0,1,7,3,0.4286,7,3,0.4286,0,0,0,0,0,0,2,1,3,POR,West,Northwest,Home,Win,3
11/17/17,10:30,Regular,Faried,Kenneth,DEN,West,Northwest,Home,Win,4,Wright,Sean,Kogut,Marat,Cutler,Kevin,Kenneth Faried,Bench,7,PF,80,228,11/19/89,6,0,1,1,0,2,6,3,0.5,6,3,0.5,0,0,0,0,0,0,2,0,2,NO,West,Southwest,Away,Loss,2
11/20/17,10:00,Regular,Faried,Kenneth,DEN,West,Northwest,Away,Win,1,Dalen,Eric,Kennedy,Bill,Richardson,Derek,Kenneth Faried,Starter,19,PF,80,228,11/19/89,6,0,0,1,1,1,7,1,0.1429,7,1,0.1429,0,0,0,4,4,1,2,5,7,SAC,West,Pacific,Home,Loss,2
12/6/17,8:00,Regular,Faried,Kenneth,DEN,West,Northwest,Away,Loss,1,Lindsay,Mark,Lewis,Eric,Acosta,Ray,Kenneth Faried,Starter,24,PF,80,228,11/19/89,6,0,0,0,2,5,4,3,0.75,4,3,0.75,0,0,0,0,0,0,2,3,5,NO,West,Southwest,Home,Win,2
12/10/17,5:00,Regular,Faried,Kenneth,DEN,West,Northwest,Away,Loss,1,Barnaky,Brent,Taylor,Dedric,McCutchen,Monty,Kenneth Faried,Bench,32,PF,80,228,11/19/89,4,3,4,1,1,5,5,2,0.4,5,2,0.4,0,0,0,0,0,0,6,5,11,IND,East,Central,Home,Win,1
1/3/18,9:00,Regular,Faried,Kenneth,DEN,West,Northwest,Home,Win,4,Goble,Jacyn,Forte,Brian,Fraher,Pat,Kenneth Faried,Bench,7,PF,80,228,11/19/89,4,0,0,0,0,2,1,1,1,1,1,1,0,0,0,2,2,1,1,1,2,PHO,West,Pacific,Away,Loss,1
1/10/18,9:00,Regular,Faried,Kenneth,DEN,West,Northwest,Home,Loss,1,Lindsay,Mark,Scott,Kevin,Smith,Aaron,Kenneth Faried,Bench,7,PF,80,228,11/19/89,4,1,0,0,0,0,3,2,0.6667,3,2,0.6667,0,0,0,0,0,0,1,1,2,ATL,East,Southeast,Away,Win,1
1/12/18,9:00,Regular,Faried,Kenneth,DEN,West,Northwest,Home,Win,2,Fitzgerald,Kane,Ayotte,Mark,Van Duyne,Justin,Kenneth Faried,Bench,15,PF,80,228,11/19/89,4,0,1,3,0,2,7,2,0.2857,7,2,0.2857,0,0,0,0,0,0,3,3,6,MEM,West,Southwest,Away,Loss,2
1/13/18,8:30,Regular,Faried,Kenneth,DEN,West,Northwest,Away,Loss,0,Lane,Karl,Ford,Tyler,Lewis,Eric,Kenneth Faried,Bench,11,PF,80,228,11/19/89,4,0,1,1,0,1,6,1,0.1667,6,1,0.1667,0,0,0,2,2,1,1,0,1,SA,West,Southwest,Home,Win,1
2/1/18,10:30,Regular,Faried,Kenneth,DEN,West,Northwest,Home,Win,2,Zarba,Zach,Brown,Tony,Van Duyne,Justin,Kenneth Faried,Bench,10,PF,80,228,11/19/89,4,0,0,0,1,2,4,2,0.5,4,2,0.5,0,0,0,2,0,0,2,1,3,OKC,West,Northwest,Away,Loss,2
10/18/17,9:00,Regular,Faried,Kenneth,DEN,West,Northwest,Away,Loss,0,Foster,Scott,Wood,Leon,Sterling,Jonathan,Kenneth Faried,Bench,6,PF,80,228,11/19/89,2,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,UTA,West,Northwest,Home,Win,0
11/19/17,9:30,Regular,Faried,Kenneth,DEN,West,Northwest,Away,Loss,1,Lane,Karl,Ervin,Mitchell,Mott,Rodney,Kenneth Faried,Bench,9,PF,80,228,11/19/89,2,0,0,0,0,2,2,1,0.5,2,1,0.5,0,0,0,0,0,0,0,3,3,LAL,West,Pacific,Home,Win,1
12/15/17,9:00,Regular,Faried,Kenneth,DEN,West,Northwest,Home,Win,2,Zielinski,Gary,Mott,Rodney,Wood,Leon,Kenneth Faried,Bench,6,PF,80,228,11/19/89,2,1,0,0,0,1,2,1,0.5,2,1,0.5,0,0,0,0,0,0,1,0,1,NO,West,Southwest,Away,Loss,2
1/17/18,10:30,Regular,Faried,Kenneth,DEN,West,Northwest,Away,Loss,1,Goble,Jacyn,Zielinski,Gary,Malloy,Ed,Kenneth Faried,Bench,7,PF,80,228,11/19/89,2,0,1,0,0,2,3,1,0.3333,3,1,0.3333,0,0,0,0,0,0,2,2,4,LAC,West,Pacific,Home,Win,2
