gmDate,gmTime,seasTyp,playLNm,playFNm,teamAbbr,teamConf,teamDiv,teamLoc,teamRslt,teamDayOff,offLNm1,offFNm1,offLNm2,offFNm2,offLNm3,offFNm3,playDispNm,playStat,playMin,playPos,playHeight,playWeight,playBDate,playPTS,playAST,playTO,playSTL,playBLK,playPF,playFGA,playFGM,playFG%,play2PA,play2PM,play2P%,play3PA,play3PM,play3P%,playFTA,playFTM,playFT%,playORB,playDRB,playTRB,opptAbbr,opptConf,opptDiv,opptLoc,opptRslt,opptDayOff
3/19/18,7:30,Regular,Plumlee,Mason,DEN,West,Northwest,Away,Loss,1,Petraitis,Gediminas,Phillips,Jason,Ayotte,Mark,Mason Plumlee,Bench,23,C,82,235,3/5/90,3,1,1,1,1,1,2,1,0.5,2,1,0.5,0,0,0,3,1,0.3333,1,3,4,MIA,East,Southeast,Home,Win,2
4/11/18,8:00,Regular,Plumlee,Mason,DEN,West,Northwest,Away,Loss,1,Scott,Kevin,Brothers,Tony,Boland,Matt,Mason Plumlee,Bench,12,C,82,235,3/5/90,3,0,1,0,2,2,1,1,1,1,1,1,0,0,0,2,1,0.5,1,3,4,MIN,West,Northwest,Home,Win,2
10/30/17,7:30,Regular,Plumlee,Mason,DEN,West,Northwest,Away,Loss,1,Buchert,Nick,Petraitis,Gediminas,Lewis,Eric,Mason Plumlee,Bench,16,C,82,235,3/5/90,2,2,1,0,1,2,4,1,0.25,4,1,0.25,0,0,0,3,0,0,1,2,3,NY,East,Atlantic,Home,Win,1
11/11/17,9:00,Regular,Plumlee,Mason,DEN,West,Northwest,Home,Win,1,Voyard-Tadal,Vladimir,Smith,Michael,Davis,Marc,Mason Plumlee,Bench,10,C,82,235,3/5/90,2,1,0,2,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,2,ORL,East,Southeast,Away,Loss,1
11/24/17,9:00,Regular,Plumlee,Mason,DEN,West,Northwest,Home,Win,2,Garretson,Ron,Nansel,Brett,Spooner,Bill,Mason Plumlee,Bench,12,C,82,235,3/5/90,2,2,2,0,2,3,2,1,0.5,2,1,0.5,0,0,0,0,0,0,2,1,3,MEM,West,Southwest,Away,Loss,2
12/23/17,8:30,Regular,Plumlee,Mason,DEN,West,Northwest,Away,Win,0,Orr,J.T.,Garretson,Ron,Brothers,Tony,Mason Plumlee,Starter,25,C,82,235,3/5/90,2,2,6,1,0,2,3,1,0.3333,3,1,0.3333,0,0,0,0,0,0,2,6,8,GS,West,Pacific,Home,Loss,0
3/15/18,9:00,Regular,Plumlee,Mason,DEN,West,Northwest,Home,Win,1,Goble,Jacyn,Kogut,Marat,Callahan,Mike,Mason Plumlee,Bench,12,C,82,235,3/5/90,2,0,1,0,2,1,2,1,0.5,2,1,0.5,0,0,0,1,0,0,1,1,2,DET,East,Central,Away,Loss,2
12/30/17,9:00,Regular,Plumlee,Mason,DEN,West,Northwest,Home,Loss,3,Twardoski,Scott,Garretson,Ron,Smith,Michael,Mason Plumlee,Starter,23,C,82,235,3/5/90,1,1,2,0,0,3,6,0,0,6,0,0,0,0,0,6,1,0.1667,1,5,6,PHI,East,Atlantic,Away,Win,1
1/19/18,9:00,Regular,Plumlee,Mason,DEN,West,Northwest,Home,Loss,1,Washington,C.J.,Kirkland,Courtney,Adams,Bennie,Mason Plumlee,Bench,13,C,82,235,3/5/90,1,1,1,1,1,2,1,0,0,1,0,0,0,0,0,4,1,0.25,1,1,2,PHO,West,Pacific,Away,Win,2
11/13/17,10:00,Regular,Plumlee,Mason,DEN,West,Northwest,Away,Loss,2,Lindsay,Mark,Brown,Tony,Richardson,Derek,Mason Plumlee,Bench,6,C,82,235,3/5/90,0,0,1,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,POR,West,Northwest,Home,Win,3
11/28/17,10:00,Regular,Plumlee,Mason,DEN,West,Northwest,Away,Loss,4,Adams,Bennie,Wood,Leon,Callahan,Mike,Mason Plumlee,Bench,16,C,82,235,3/5/90,0,0,1,1,0,1,3,0,0,3,0,0,0,0,0,0,0,0,0,2,2,UTA,West,Northwest,Home,Win,3
3/17/18,8:00,Regular,Plumlee,Mason,DEN,West,Northwest,Away,Loss,1,Wright,Sean,Lane,Karl,Blair,Curtis,Mason Plumlee,Bench,11,C,82,235,3/5/90,0,3,0,1,0,6,3,0,0,3,0,0,0,0,0,0,0,0,3,1,4,MEM,West,Southwest,Home,Win,2
4/1/18,8:00,Regular,Plumlee,Mason,DEN,West,Northwest,Home,Win,2,Buchert,Nick,Brothers,Tony,Adams,Bennie,Mason Plumlee,Bench,3,C,82,235,3/5/90,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,MIL,East,Central,Away,Loss,1
2/9/18,8:00,Regular,Morris,Monte,DEN,West,Northwest,Away,Loss,3,Goble,Jacyn,Williams,James,Mott,Rodney,Monte Morris,Bench,22,PG,75,175,6/27/95,10,6,1,3,0,1,5,4,0.8,5,4,0.8,0,0,0,2,2,1,0,2,2,HOU,West,Southwest,Home,Win,2
12/12/17,7:00,Regular,Morris,Monte,DEN,West,Northwest,Away,Win,2,Workman,Haywoode,Williams,James,Brown,Tony,Monte Morris,Bench,3,PG,75,175,6/27/95,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,DET,East,Central,Home,Loss,2
2/13/18,10:30,Regular,Morris,Monte,DEN,West,Northwest,Home,Win,3,Orr,J.T.,Zielinski,Gary,Washington,Tom,Monte Morris,Bench,1,PG,75,175,6/27/95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SA,West,Southwest,Away,Loss,1
11/7/17,9:00,Regular,Jokic,Nikola,DEN,West,Northwest,Home,Win,3,Taylor,Ben,Kirkland,Courtney,Mott,Rodney,Nikola Jokiۈ,Starter,31,C,82,254,2/19/95,41,5,1,2,2,6,25,16,0.64,16,12,0.75,9,4,0.4444,6,5,0.8333,2,10,12,BKN,East,Atlantic,Away,Loss,1
3/7/18,10:30,Regular,Jokic,Nikola,DEN,West,Northwest,Home,Loss,1,Tiven,Josh,Wood,Leon,Phillips,Jason,Nikola Jokiۈ,Starter,34,C,82,254,2/19/95,36,6,5,0,0,2,14,12,0.8571,11,10,0.9091,3,2,0.6667,11,10,0.9091,4,9,13,CLE,East,Central,Away,Win,2
4/1/18,8:00,Regular,Jokic,Nikola,DEN,West,Northwest,Home,Win,2,Buchert,Nick,Brothers,Tony,Adams,Bennie,Nikola Jokiۈ,Starter,44,C,82,254,2/19/95,35,5,4,0,3,4,24,14,0.5833,19,12,0.6316,5,2,0.4,5,5,1,1,12,13,MIL,East,Central,Away,Loss,1
4/11/18,8:00,Regular,Jokic,Nikola,DEN,West,Northwest,Away,Loss,1,Scott,Kevin,Brothers,Tony,Boland,Matt,Nikola Jokiۈ,Starter,46,C,82,254,2/19/95,35,3,3,1,0,4,25,14,0.56,18,10,0.5556,7,4,0.5714,4,3,0.75,2,8,10,MIN,West,Northwest,Home,Win,2
3/19/18,7:30,Regular,Jokic,Nikola,DEN,West,Northwest,Away,Loss,1,Petraitis,Gediminas,Phillips,Jason,Ayotte,Mark,Nikola Jokiۈ,Starter,48,C,82,254,2/19/95,34,3,4,0,0,5,21,12,0.5714,16,8,0.5,5,4,0.8,6,6,1,5,10,15,MIA,East,Southeast,Home,Win,2
2/15/18,8:00,Regular,Jokic,Nikola,DEN,West,Northwest,Away,Win,1,Wright,Sean,Wall,Scott,Collins,Derrick,Nikola Jokiۈ,Starter,34,C,82,254,2/19/95,30,17,8,1,2,5,14,11,0.7857,11,8,0.7273,3,3,1,5,5,1,4,11,15,MIL,East,Central,Home,Loss,2
4/3/18,9:00,Regular,Jokic,Nikola,DEN,West,Northwest,Home,Win,2,Lane,Karl,Ford,Tyler,Capers,James,Nikola Jokiۈ,Starter,38,C,82,254,2/19/95,30,7,4,4,1,3,17,11,0.6471,11,7,0.6364,6,4,0.6667,6,4,0.6667,1,5,6,IND,East,Central,Away,Loss,2
10/23/17,9:00,Regular,Jokic,Nikola,DEN,West,Northwest,Home,Loss,2,Twardoski,Scott,Stafford,Derrick,Wall,Scott,Nikola Jokiۈ,Starter,35,C,82,254,2/19/95,29,5,7,1,0,4,14,9,0.6429,11,6,0.5455,3,3,1,8,8,1,2,7,9,WAS,East,Southeast,Away,Win,3
1/16/18,9:00,Regular,Jokic,Nikola,DEN,West,Northwest,Home,Win,3,Mott,Rodney,Brothers,Tony,Sterling,Jonathan,Nikola Jokiۈ,Starter,33,C,82,254,2/19/95,29,7,5,2,1,5,23,11,0.4783,21,11,0.5238,2,0,0,10,7,0.7,9,9,18,DAL,West,Southwest,Away,Loss,3
2/1/18,10:30,Regular,Jokic,Nikola,DEN,West,Northwest,Home,Win,2,Zarba,Zach,Brown,Tony,Van Duyne,Justin,Nikola Jokiۈ,Starter,37,C,82,254,2/19/95,29,14,2,1,2,3,18,11,0.6111,13,9,0.6923,5,2,0.4,6,5,0.8333,3,10,13,OKC,West,Northwest,Away,Loss,2
3/27/18,7:30,Regular,Jokic,Nikola,DEN,West,Northwest,Away,Loss,1,Mauer,Ken,Richardson,Derek,Collins,Derrick,Nikola Jokiۈ,Starter,40,C,82,254,2/19/95,29,8,3,2,1,2,21,11,0.5238,14,8,0.5714,7,3,0.4286,4,4,1,6,10,16,TOR,East,Atlantic,Home,Win,2
10/30/17,7:30,Regular,Jokic,Nikola,DEN,West,Northwest,Away,Loss,1,Buchert,Nick,Petraitis,Gediminas,Lewis,Eric,Nikola Jokiۈ,Starter,30,C,82,254,2/19/95,28,2,2,1,1,1,15,9,0.6,5,3,0.6,10,6,0.6,6,4,0.6667,3,5,8,NY,East,Atlantic,Home,Win,1
11/24/17,9:00,Regular,Jokic,Nikola,DEN,West,Northwest,Home,Win,2,Garretson,Ron,Nansel,Brett,Spooner,Bill,Nikola Jokiۈ,Starter,36,C,82,254,2/19/95,28,8,5,1,0,4,17,11,0.6471,12,9,0.75,5,2,0.4,6,4,0.6667,5,8,13,MEM,West,Southwest,Away,Loss,2
2/23/18,9:00,Regular,Jokic,Nikola,DEN,West,Northwest,Home,Win,8,Taylor,Ben,Brothers,Tony,DeRosa,Joe,Nikola Jokiۈ,Starter,34,C,82,254,2/19/95,28,11,3,0,0,6,16,10,0.625,11,7,0.6364,5,3,0.6,7,5,0.7143,4,7,11,SA,West,Southwest,Away,Loss,9
12/22/17,10:00,Regular,Jokic,Nikola,DEN,West,Northwest,Away,Win,2,Cutler,Kevin,Blair,Curtis,Washington,Tom,Nikola Jokiۈ,Starter,37,C,82,254,2/19/95,27,6,3,0,2,4,21,12,0.5714,15,10,0.6667,6,2,0.3333,1,1,1,3,6,9,POR,West,Northwest,Home,Loss,2
3/23/18,7:00,Regular,Jokic,Nikola,DEN,West,Northwest,Away,Win,1,Fitzgerald,Kane,Maddox,Tre,Corbin,Sean,Nikola Jokiۈ,Starter,37,C,82,254,2/19/95,25,5,2,0,1,2,21,10,0.4762,15,7,0.4667,6,3,0.5,2,2,1,0,8,8,WAS,East,Southeast,Home,Loss,1
1/29/18,9:00,Regular,Jokic,Nikola,DEN,West,Northwest,Home,Loss,4,Cutler,Kevin,Maddox,Tre,Capers,James,Nikola Jokiۈ,Starter,35,C,82,254,2/19/95,24,5,2,0,0,2,17,8,0.4706,12,6,0.5,5,2,0.4,7,6,0.8571,4,7,11,BOS,East,Atlantic,Away,Win,4
1/13/18,8:30,Regular,Jokic,Nikola,DEN,West,Northwest,Away,Loss,0,Lane,Karl,Ford,Tyler,Lewis,Eric,Nikola Jokiۈ,Starter,30,C,82,254,2/19/95,23,7,2,2,0,2,13,8,0.6154,7,5,0.7143,6,3,0.5,4,4,1,3,6,9,SA,West,Southwest,Home,Win,1
2/13/18,10:30,Regular,Jokic,Nikola,DEN,West,Northwest,Home,Win,3,Orr,J.T.,Zielinski,Gary,Washington,Tom,Nikola Jokiۈ,Starter,33,C,82,254,2/19/95,23,11,1,0,1,0,15,8,0.5333,10,6,0.6,5,2,0.4,6,5,0.8333,5,8,13,SA,West,Southwest,Away,Loss,1
3/15/18,9:00,Regular,Jokic,Nikola,DEN,West,Northwest,Home,Win,1,Goble,Jacyn,Kogut,Marat,Callahan,Mike,Nikola Jokiۈ,Starter,38,C,82,254,2/19/95,23,10,2,3,3,5,15,8,0.5333,10,6,0.6,5,2,0.4,6,5,0.8333,2,10,12,DET,East,Central,Away,Loss,2
3/30/18,8:00,Regular,Jokic,Nikola,DEN,West,Northwest,Away,Win,3,Goble,Jacyn,Lindsay,Mark,Callahan,Mike,Nikola Jokiۈ,Starter,41,C,82,254,2/19/95,23,6,4,1,2,3,22,11,0.5,16,10,0.625,6,1,0.1667,0,0,0,1,15,16,OKC,West,Northwest,Home,Loss,1
4/7/18,3:30,Regular,Jokic,Nikola,DEN,West,Northwest,Away,Win,1,Zielinski,Gary,Wood,Leon,Davis,Marc,Nikola Jokiۈ,Starter,34,C,82,254,2/19/95,23,11,2,2,1,2,14,9,0.6429,12,8,0.6667,2,1,0.5,5,4,0.8,2,9,11,LAC,West,Pacific,Home,Loss,1
12/20/17,9:00,Regular,Jokic,Nikola,DEN,West,Northwest,Home,Loss,2,Goldenberg,Jason,Tiven,Josh,Malloy,Ed,Nikola Jokiۈ,Starter,36,C,82,254,2/19/95,22,4,10,0,2,3,12,6,0.5,6,4,0.6667,6,2,0.3333,9,8,0.8889,0,6,6,MIN,West,Northwest,Away,Win,2
12/27/17,8:00,Regular,Jokic,Nikola,DEN,West,Northwest,Away,Loss,0,Workman,Haywoode,Buchert,Nick,Capers,James,Nikola Jokiۈ,Starter,41,C,82,254,2/19/95,22,4,2,2,1,3,11,5,0.4545,8,4,0.5,3,1,0.3333,12,11,0.9167,1,8,9,MIN,West,Northwest,Home,Win,1
1/8/18,10:30,Regular,Jokic,Nikola,DEN,West,Northwest,Away,Loss,2,Kogut,Marat,Kennedy,Bill,Richardson,Derek,Nikola Jokiۈ,Starter,36,C,82,254,2/19/95,22,11,6,3,1,3,16,9,0.5625,15,8,0.5333,1,1,1,3,3,1,4,8,12,GS,West,Pacific,Home,Win,2
10/29/17,6:00,Regular,Jokic,Nikola,DEN,West,Northwest,Away,Win,1,Orr,J.T.,Lane,Karl,Garretson,Ron,Nikola Jokiۈ,Starter,28,C,82,254,2/19/95,21,4,1,1,1,3,16,9,0.5625,13,8,0.6154,3,1,0.3333,2,2,1,1,13,14,BKN,East,Atlantic,Home,Loss,1
2/10/18,9:00,Regular,Jokic,Nikola,DEN,West,Northwest,Away,Win,1,Goble,John,Kogut,Marat,Holtkamp,Lauren,Nikola Jokiۈ,Starter,27,C,82,254,2/19/95,21,8,2,1,1,3,12,5,0.4167,10,4,0.4,2,1,0.5,11,10,0.9091,1,8,9,PHO,West,Pacific,Home,Loss,2
2/25/18,8:00,Regular,Jokic,Nikola,DEN,West,Northwest,Home,Loss,1,Taylor,Dedric,Davis,Marc,Lewis,Eric,Nikola Jokiۈ,Starter,31,C,82,254,2/19/95,21,8,3,1,1,4,18,7,0.3889,17,7,0.4118,1,0,0,9,7,0.7778,7,7,14,HOU,West,Southwest,Away,Win,2
3/9/18,9:00,Regular,Jokic,Nikola,DEN,West,Northwest,Home,Win,1,Orr,J.T.,Garretson,Ron,Kennedy,Bill,Nikola Jokiۈ,Starter,33,C,82,254,2/19/95,21,6,3,2,0,2,14,8,0.5714,11,7,0.6364,3,1,0.3333,4,4,1,3,3,6,LAL,West,Pacific,Away,Loss,1
3/21/18,8:00,Regular,Jokic,Nikola,DEN,West,Northwest,Away,Win,2,Adams,Bennie,Davis,Marc,Sterling,Jonathan,Nikola Jokiۈ,Starter,24,C,82,254,2/19/95,21,5,1,0,0,1,11,9,0.8182,9,7,0.7778,2,2,1,1,1,1,2,5,7,CHI,East,Central,Home,Loss,2
3/11/18,5:00,Regular,Jokic,Nikola,DEN,West,Northwest,Home,Win,1,Smith,Aaron,Kirkland,Courtney,Zarba,Zach,Nikola Jokiۈ,Starter,30,C,82,254,2/19/95,20,10,2,2,1,1,10,8,0.8,6,4,0.6667,4,4,1,0,0,0,0,11,11,SAC,West,Pacific,Away,Loss,1
11/3/17,9:00,Regular,Jokic,Nikola,DEN,West,Northwest,Home,Win,2,Scott,Kevin,Capers,James,Sterling,Jonathan,Nikola Jokiۈ,Starter,34,C,82,254,2/19/95,19,2,1,4,1,4,15,8,0.5333,9,6,0.6667,6,2,0.3333,1,1,1,5,9,14,MIA,East,Southeast,Away,Loss,2
12/30/17,9:00,Regular,Jokic,Nikola,DEN,West,Northwest,Home,Loss,3,Twardoski,Scott,Garretson,Ron,Smith,Michael,Nikola Jokiۈ,Starter,37,C,82,254,2/19/95,19,6,2,1,3,0,14,5,0.3571,9,4,0.4444,5,1,0.2,9,8,0.8889,5,8,13,PHI,East,Atlantic,Away,Win,1
2/3/18,9:00,Regular,Jokic,Nikola,DEN,West,Northwest,Home,Win,1,Taylor,Ben,Malloy,Ed,Acosta,Ray,Nikola Jokiۈ,Starter,33,C,82,254,2/19/95,19,5,4,2,0,2,16,7,0.4375,13,5,0.3846,3,2,0.6667,3,3,1,3,6,9,GS,West,Pacific,Away,Loss,0
10/25/17,7:00,Regular,Jokic,Nikola,DEN,West,Northwest,Away,Loss,1,Foster,Scott,Brown,Tony,Adair,Brandon,Nikola Jokiۈ,Starter,30,C,82,254,2/19/95,18,0,2,0,0,3,11,8,0.7273,10,7,0.7,1,1,1,1,1,1,5,6,11,CHA,East,Southeast,Home,Win,1
10/27/17,7:30,Regular,Jokic,Nikola,DEN,West,Northwest,Away,Win,2,Washington,C.J.,Fraher,Pat,McCutchen,Monty,Nikola Jokiۈ,Starter,33,C,82,254,2/19/95,18,5,2,1,0,0,16,8,0.5,15,8,0.5333,1,0,0,2,2,1,4,11,15,ATL,East,Southeast,Home,Loss,0
12/23/17,8:30,Regular,Jokic,Nikola,DEN,West,Northwest,Away,Win,0,Orr,J.T.,Garretson,Ron,Brothers,Tony,Nikola Jokiۈ,Starter,37,C,82,254,2/19/95,18,4,2,1,1,0,16,9,0.5625,13,9,0.6923,3,0,0,0,0,0,3,6,9,GS,West,Pacific,Home,Loss,0
1/17/18,10:30,Regular,Jokic,Nikola,DEN,West,Northwest,Away,Loss,1,Goble,Jacyn,Zielinski,Gary,Malloy,Ed,Nikola Jokiۈ,Starter,34,C,82,254,2/19/95,18,2,1,1,2,4,18,7,0.3889,10,6,0.6,8,1,0.125,4,3,0.75,1,7,8,LAC,West,Pacific,Home,Win,2
1/25/18,9:00,Regular,Jokic,Nikola,DEN,West,Northwest,Home,Win,3,Buchert,Nick,Taylor,Dedric,Foster,Scott,Nikola Jokiۈ,Starter,35,C,82,254,2/19/95,18,10,1,0,0,4,9,5,0.5556,7,4,0.5714,2,1,0.5,9,7,0.7778,1,6,7,NY,East,Atlantic,Away,Loss,1
2/27/18,10:30,Regular,Jokic,Nikola,DEN,West,Northwest,Home,Loss,4,Maddox,Tre,Stafford,Derrick,Ayotte,Mark,Nikola Jokiۈ,Starter,28,C,82,254,2/19/95,18,4,5,1,1,4,5,4,0.8,2,2,1,3,2,0.6667,8,8,1,0,6,6,LAC,West,Pacific,Away,Win,4
11/22/17,8:00,Regular,Jokic,Nikola,DEN,West,Northwest,Away,Loss,1,Workman,Haywoode,Forte,Brian,Wall,Scott,Nikola Jokiۈ,Starter,26,C,82,254,2/19/95,17,3,2,2,1,2,14,7,0.5,12,6,0.5,2,1,0.5,3,2,0.6667,2,4,6,HOU,West,Southwest,Home,Win,4
3/17/18,8:00,Regular,Jokic,Nikola,DEN,West,Northwest,Away,Loss,1,Wright,Sean,Lane,Karl,Blair,Curtis,Nikola Jokiۈ,Starter,35,C,82,254,2/19/95,17,2,1,4,2,3,15,5,0.3333,11,4,0.3636,4,1,0.25,8,6,0.75,4,8,12,MEM,West,Southwest,Home,Win,2
11/20/17,10:00,Regular,Jokic,Nikola,DEN,West,Northwest,Away,Win,1,Dalen,Eric,Kennedy,Bill,Richardson,Derek,Nikola Jokiۈ,Starter,35,C,82,254,2/19/95,16,3,2,1,1,0,12,7,0.5833,6,5,0.8333,6,2,0.3333,0,0,0,4,10,14,SAC,West,Pacific,Home,Loss,2
1/22/18,9:00,Regular,Jokic,Nikola,DEN,West,Northwest,Home,Win,3,Lane,Karl,Wall,Scott,Davis,Marc,Nikola Jokiۈ,Starter,33,C,82,254,2/19/95,16,5,3,1,1,4,17,5,0.2941,12,3,0.25,5,2,0.4,7,4,0.5714,4,8,12,POR,West,Northwest,Away,Loss,1
4/5/18,10:30,Regular,Jokic,Nikola,DEN,West,Northwest,Home,Win,2,Williams,James,Petraitis,Gediminas,Mauer,Ken,Nikola Jokiۈ,Starter,36,C,82,254,2/19/95,16,9,2,1,1,5,20,6,0.3,14,5,0.3571,6,1,0.1667,3,3,1,3,11,14,MIN,West,Northwest,Away,Loss,4
11/9/17,10:30,Regular,Jokic,Nikola,DEN,West,Northwest,Home,Win,2,Twardoski,Scott,Barnaky,Brent,Malloy,Ed,Nikola Jokiۈ,Starter,28,C,82,254,2/19/95,15,3,3,1,0,4,16,7,0.4375,11,6,0.5455,5,1,0.2,0,0,0,3,8,11,OKC,West,Northwest,Away,Loss,2
2/5/18,9:00,Regular,Jokic,Nikola,DEN,West,Northwest,Home,Win,2,Fitzgerald,Kane,Scott,Kevin,Nansel,Brett,Nikola Jokiۈ,Starter,32,C,82,254,2/19/95,15,7,3,2,0,3,11,5,0.4545,7,3,0.4286,4,2,0.5,3,3,1,3,13,16,CHA,East,Southeast,Away,Loss,1
3/13/18,10:30,Regular,Jokic,Nikola,DEN,West,Northwest,Away,Loss,2,Workman,Haywoode,Corbin,Sean,Washington,Tom,Nikola Jokiۈ,Starter,27,C,82,254,2/19/95,15,5,4,1,0,3,8,5,0.625,3,3,1,5,2,0.4,3,3,1,1,8,9,LAL,West,Pacific,Home,Win,2
4/9/18,9:00,Regular,Jokic,Nikola,DEN,West,Northwest,Home,Win,2,Goble,John,Tiven,Josh,Orr,J.T.,Nikola Jokiۈ,Starter,38,C,82,254,2/19/95,15,11,2,2,1,2,14,5,0.3571,10,4,0.4,4,1,0.25,4,4,1,2,18,20,POR,West,Northwest,Away,Loss,2
1/3/18,9:00,Regular,Jokic,Nikola,DEN,West,Northwest,Home,Win,4,Goble,Jacyn,Forte,Brian,Fraher,Pat,Nikola Jokiۈ,Starter,36,C,82,254,2/19/95,14,8,6,2,0,3,6,4,0.6667,5,3,0.6,1,1,1,5,5,1,1,8,9,PHO,West,Pacific,Away,Loss,1
1/12/18,9:00,Regular,Jokic,Nikola,DEN,West,Northwest,Home,Win,2,Fitzgerald,Kane,Ayotte,Mark,Van Duyne,Justin,Nikola Jokiۈ,Starter,28,C,82,254,2/19/95,14,3,1,0,0,3,8,3,0.375,5,2,0.4,3,1,0.3333,8,7,0.875,2,5,7,MEM,West,Southwest,Away,Loss,2
1/19/18,9:00,Regular,Jokic,Nikola,DEN,West,Northwest,Home,Loss,1,Washington,C.J.,Kirkland,Courtney,Adams,Bennie,Nikola Jokiۈ,Starter,35,C,82,254,2/19/95,14,5,6,0,0,4,12,5,0.4167,9,3,0.3333,3,2,0.6667,2,2,1,3,14,17,PHO,West,Pacific,Away,Win,2
2/9/18,8:00,Regular,Jokic,Nikola,DEN,West,Northwest,Away,Loss,3,Goble,Jacyn,Williams,James,Mott,Rodney,Nikola Jokiۈ,Starter,22,C,82,254,2/19/95,14,5,1,2,1,4,8,6,0.75,7,5,0.7143,1,1,1,2,1,0.5,1,6,7,HOU,West,Southwest,Home,Win,2
3/26/18,7:00,Regular,Jokic,Nikola,DEN,West,Northwest,Away,Loss,3,Orr,J.T.,Foster,Scott,Mott,Rodney,Nikola Jokiۈ,Starter,31,C,82,254,2/19/95,14,4,2,1,1,4,14,4,0.2857,12,3,0.25,2,1,0.5,6,5,0.8333,3,4,7,PHI,East,Atlantic,Home,Win,2
11/17/17,10:30,Regular,Jokic,Nikola,DEN,West,Northwest,Home,Win,4,Wright,Sean,Kogut,Marat,Cutler,Kevin,Nikola Jokiۈ,Starter,27,C,82,254,2/19/95,13,6,2,0,1,3,5,3,0.6,3,2,0.6667,2,1,0.5,6,6,1,3,8,11,NO,West,Southwest,Away,Loss,2
12/15/17,9:00,Regular,Jokic,Nikola,DEN,West,Northwest,Home,Win,2,Zielinski,Gary,Mott,Rodney,Wood,Leon,Nikola Jokiۈ,Bench,22,C,82,254,2/19/95,13,4,1,0,0,2,13,6,0.4615,11,5,0.4545,2,1,0.5,0,0,0,3,8,11,NO,West,Southwest,Away,Loss,2
12/18/17,8:00,Regular,Jokic,Nikola,DEN,West,Northwest,Away,Loss,2,Buchert,Nick,Mauer,Ken,Boland,Matt,Nikola Jokiۈ,Bench,25,C,82,254,2/19/95,13,2,1,2,0,2,9,5,0.5556,7,5,0.7143,2,0,0,4,3,0.75,2,7,9,OKC,West,Northwest,Home,Win,2
12/26/17,9:00,Regular,Jokic,Nikola,DEN,West,Northwest,Home,Win,3,Maddox,Tre,Ervin,Mitchell,Davis,Marc,Nikola Jokiۈ,Starter,26,C,82,254,2/19/95,13,5,1,1,0,5,10,4,0.4,7,3,0.4286,3,1,0.3333,4,4,1,2,5,7,UTA,West,Northwest,Away,Loss,3
1/30/18,8:30,Regular,Jokic,Nikola,DEN,West,Northwest,Away,Loss,0,Forte,Brian,Richardson,Leroy,Fraher,Pat,Nikola Jokiۈ,Starter,34,C,82,254,2/19/95,13,8,5,0,0,3,11,6,0.5455,9,5,0.5556,2,1,0.5,0,0,0,2,5,7,SA,West,Southwest,Home,Win,2
11/11/17,9:00,Regular,Jokic,Nikola,DEN,West,Northwest,Home,Win,1,Voyard-Tadal,Vladimir,Smith,Michael,Davis,Marc,Nikola Jokiۈ,Starter,38,C,82,254,2/19/95,12,9,1,4,1,2,8,3,0.375,7,2,0.2857,1,1,1,6,5,0.8333,5,12,17,ORL,East,Southeast,Away,Loss,1
1/27/18,9:00,Regular,Jokic,Nikola,DEN,West,Northwest,Home,Win,2,Wright,Sean,Garretson,Ron,Richardson,Derek,Nikola Jokiۈ,Starter,40,C,82,254,2/19/95,11,11,4,0,2,3,13,5,0.3846,7,4,0.5714,6,1,0.1667,1,0,0,1,15,16,DAL,West,Southwest,Away,Loss,1
1/10/18,9:00,Regular,Jokic,Nikola,DEN,West,Northwest,Home,Loss,1,Lindsay,Mark,Scott,Kevin,Smith,Aaron,Nikola Jokiۈ,Starter,32,C,82,254,2/19/95,9,7,2,2,3,3,21,4,0.1905,13,4,0.3077,8,0,0,2,1,0.5,6,6,12,ATL,East,Southeast,Away,Win,1
3/2/18,8:00,Regular,Jokic,Nikola,DEN,West,Northwest,Away,Win,2,Kogut,Marat,Cutler,Kevin,Brothers,Tony,Nikola Jokiۈ,Starter,33,C,82,254,2/19/95,9,5,5,1,0,5,5,2,0.4,4,2,0.5,1,0,0,7,5,0.7143,1,8,9,MEM,West,Southwest,Home,Loss,2
3/3/18,7:30,Regular,Jokic,Nikola,DEN,West,Northwest,Away,Win,0,Williams,James,Petraitis,Gediminas,Smith,Aaron,Nikola Jokiۈ,Starter,32,C,82,254,2/19/95,9,8,2,0,1,2,8,3,0.375,6,2,0.3333,2,1,0.5,3,2,0.6667,1,6,7,CLE,East,Central,Home,Loss,1
11/1/17,9:00,Regular,Jokic,Nikola,DEN,West,Northwest,Home,Win,2,Taylor,Dedric,Richardson,Leroy,Washington,Tom,Nikola Jokiۈ,Starter,31,C,82,254,2/19/95,8,10,0,1,2,2,10,4,0.4,7,4,0.5714,3,0,0,0,0,0,3,13,16,TOR,East,Atlantic,Away,Loss,1
11/4/17,9:00,Regular,Jokic,Nikola,DEN,West,Northwest,Home,Loss,1,Guthrie,David,Holtkamp,Lauren,Wood,Leon,Nikola Jokiۈ,Starter,20,C,82,254,2/19/95,8,3,1,2,0,1,6,2,0.3333,6,2,0.3333,0,0,0,4,4,1,1,6,7,GS,West,Pacific,Away,Win,2
